Datetime,Tweet Id,Text,Username
2023-02-13 23:26:14+00:00,1625275181580316672,"There is one other thing he can offer, but would the kid accept?

""Give me your name,"" Techno states, and the boy's head snaps back to him in shock.

""What?"" he queries, tone soft.

""Just give me your name,"" Techno states again, pleading with his eyes. ""Trust me.""

The boy nods.",tommysunflower
2023-02-13 23:25:59+00:00,1625275121673048064,"@thedassaurav I agree it is useful. This fabrication of publications is the only major problem I have found. If you know the topic and keep asking it questions, it comes up with the correct answers. I am not sure I would use it to query a topic I know nothing about.",agronomistag
2023-02-13 23:25:24+00:00,1625274973756719104,Excel Power Query Errors List - see how to see just errors generated by a Power Query. https://t.co/mrCdF53Hfz via @ExcelYourself,ExcelYourself
2023-02-13 23:25:00+00:00,1625274871851671554,"ChatGPT, a fast-growing artificial intelligence program, has drawn praise for its ability to write answers quickly to a wide range of queries, and also attracted U.S. lawmakers' attention https://t.co/eLqLMLJZS6 https://t.co/RuFWoqn6I8",Reuters
2023-02-13 23:24:53+00:00,1625274842198188037,"Got your agent … now what? The Top 20 Things for Writers to Expect on Submission ✍️ #BookTwitter #WritingCommunity #query #writingtips #amquerying 

https://t.co/uiiifSIs9I",JenniferBrody
2023-02-13 23:24:37+00:00,1625274777593122822,#FREECOURSE Spreadsheet Data query from JavaScript Frontend Code AJAX Rated 4.9 stars by 80 students  https://t.co/Jf8RGBD9XK #FREE #training #web #code #learning #create #JAVASCRIPT #GOOGLESCRIPT,discoveryvip
2023-02-13 23:23:42+00:00,1625274544289349633,@vanessalewrites @hodderscape @2023Debuts @Classof2kBooks thank you so much!!,query_queen339
2023-02-13 23:23:09+00:00,1625274406606872579,@query_queen339 @hodderscape @2023Debuts @Classof2kBooks Omg Gabi it’s STUNNING,victoriacbooks
2023-02-13 23:23:08+00:00,1625274404694360071,"@elonmusk @MikhailaFuller @jordanbpeterson I'm reasonably certain the above image is faked, but at the same time the output is definitely being steered away from objective reality.

For example, the initial response to my query is NOTHING like what @jordanbpeterson would say. Maybe an alternate mirror universe… https://t.co/QeJwWhSFTB",wk057
2023-02-13 23:22:55+00:00,1625274350462017538,@KesheWrites @hodderscape @2023Debuts @Classof2kBooks THANK YOUUUU KESHE ❤️❤️,query_queen339
2023-02-13 23:22:36+00:00,1625274269012983808,@SWekstein Wow! That's a lot. Bummer I don't have any #fantasy ready to query but will once you reopen. Happy reading!,KBlazer67
2023-02-13 23:22:07+00:00,1625274146769850370,@Frances_Writes @hodderscape @2023Debuts @Classof2kBooks EEEK! THANKS FRANCES!!,query_queen339
2023-02-13 23:21:51+00:00,1625274081112195075,"🖊️MANUSCRIPT CRITIQUE🖊️

Want to get your manuscript query-ready? Check out the authors, agents, &amp; editors offering feedback on full &amp; partial manuscripts here: https://t.co/9RVlqxtgTL

There are currently 16 manuscript critiques with 0 bids!
*Options in all age categories",LaekanZeaKemp
2023-02-13 23:21:49+00:00,1625274072182423552,"💌QUERY LETTERS💌

If you need help with your query letter check out these query critiques from authors, editors, and agents: https://t.co/bayxlDQMST

There are currently 12 critiques with 0 bids so get bidding!",LaekanZeaKemp
2023-02-13 23:20:24+00:00,1625273716966887427,"@PboroPaul Sorry Paul, we have no facilities to deal with Food to order queries and it would need to be the Food to order team who advise you further. Tiff",sainsburys
2023-02-13 23:20:14+00:00,1625273673761558529,@freydis_moon (Quickly adds this to the wishlist when we redo our query page) https://t.co/bRl4PdAnFu,CloakedPress
2023-02-13 23:20:12+00:00,1625273666153099264,@elonmusk Search queries notifications. I don't want to rely on third-party tools to be aware of someone tweeting something important.,white_noise_brr
2023-02-13 23:20:04+00:00,1625273629834371075,"@elonmusk Make publicly visible all these secret account flags that were revealed in the Twitter files, along with the history.

And make it so we can post code to query the API in place of a Tweet. 4k limit, like back in demo days.

Make a GFX canvas we can BLIT pixels to instead of PNGs.",alexgrenier
2023-02-13 23:19:24+00:00,1625273462771302402,@hopeandlonging The Bing and Google queries are identical.,Carnage4Life
2023-02-13 23:18:44+00:00,1625273297226108930,@CharlesSuddeth Ooh good plan! I’ll try to dig out my old query.,FranWongWrites
2023-02-13 23:17:43+00:00,1625273039716814849,"Not my best friend sent off queries today and I’M feeling anxious, as if it’s me that’s waiting to hear back from agents…. Thank goodness I don’t have access to his email or I’d probably be refreshing it every 16 seconds to see if there’s a response yet 🥹🥹🥹.",Foyinsi_Pub
2023-02-13 23:17:25+00:00,1625272965846732801,"@ClassyExploras Hello, Classy. We have noticed that you have shared your query with us in DM, one of our team will assist you shortly.",qrsupport
2023-02-13 23:17:20+00:00,1625272941901647873,"Just a query, law enforcement and governments: how many people have to die violently before you finally stop these cookers?",crazyjane13
2023-02-13 23:16:14+00:00,1625272666189070337,@Carnage4Life All three queries are distinct from each other? Not exactly the best comparison imho,hopeandlonging
2023-02-13 23:15:19+00:00,1625272436550926336,@josie2k I would def query you!,DBGeeWrites
2023-02-13 23:15:18+00:00,1625272432813658115,"for stable diffusion retrieval augmentation, i want to be able to query a bunch of images like clip retrieval does from python. the results can be used as an image prompt or with LoRa finetuning https://t.co/P2lAbobDSl",0xmaddie_
2023-02-13 23:14:28+00:00,1625272223429799942,"I mean just looking at easy to query data, the BMIs of California moms pre-pregnancy vary by quite a lot across races which could lead to some big differences in health outcomes.

BMI differences could be influenced by genes, environment, or gene-enviro interaction (inc. racism) https://t.co/QZiWXg5zw8",lymanstoneky
2023-02-13 23:13:31+00:00,1625271983507394560,"@RubinReport @ZBFishman It doesn't take a rocket scientist to spot the reply came from several Chat GPT queries to pull the email all together, and off it goes.

https://t.co/Jpbr6D11U7",honornc
2023-02-13 23:13:22+00:00,1625271943665684480,"I'm becoming increasingly fond of this ChatGPT!

I've made 3 queries &amp; rate all in the top 10 most intelligent conversations I've had since the change of the millennium in Y2K. https://t.co/l2MfXfunvZ",TheJarJarBoyz
2023-02-13 23:12:53+00:00,1625271821770625024,"When removing a relation from the query, drop its RelOptInfo.

https://t.co/E0rW6pbPoC",pg_commits
2023-02-13 23:11:59+00:00,1625271596918112258,"Now I will show you the most interesting. The first image was generated with a short query and the second with a very long one. The first image looks better
#generativeart https://t.co/iR5Xumas9v",HaikuLast
2023-02-13 23:11:58+00:00,1625271594602885121,"This query had more than 100 words describing lens parameters
#generativeart https://t.co/XkdTByFlDP",HaikuLast
2023-02-13 23:11:47+00:00,1625271547622555649,"@FranWongWrites Write it like a query letter. Try to attract the agent's/editor's interest. Don't give away any endings, but tantalize the reader.",CharlesSuddeth
2023-02-13 23:10:52+00:00,1625271315769745413,@goal If i get to play against him hmmmmm his legs will answer my query!!!,binsidi
2023-02-13 23:10:48+00:00,1625271298275307521,"@Cephii1 @allegedlyjason @tunguz And ChatGPT's type of service it is also is very different. Social media you need to build a network to follow or follow you to make it useful. You also, in theory, should post and create ""content"" on SM. This takes time. ChatGPT is just queries between you and the software",fools_n_kings
2023-02-13 23:09:22+00:00,1625270939012468736,@jasoncwarner Out of curiosity I've typed your query into https://t.co/LhBmiNjt0e and it worked like charm. Currently perplexity is my fav chat deep learning search thingy,_inc0_
2023-02-13 23:08:48+00:00,1625270796938518533,"#PBPitch Tip #11: Have fun! Connect with other writers! If you don't get a ""heart"" don't lose hope. Remember, this isn’t the only way to get an agent/editor. Most of them accept unsolicited queries as well! And if you think your material is a good fit, QUERY AWAY! https://t.co/NtQvsrU4lI",PJMcIlvaine
2023-02-13 23:08:19+00:00,1625270674028908545,"It's wild that it's now commonplace to show queries where Google does a worse job than Bing. 

If you'd told me this was a possible future even 3 years ago, I'd have asked what you were smoking.",Carnage4Life
2023-02-13 23:07:40+00:00,1625270512497700865,@jasoncwarner I still don't get why Neeva wants authentication before even trying out a search query. feels like they are hampering their own growth,aakashpathak_
2023-02-13 23:06:18+00:00,1625270168300695552,"@lukaseder @MichelSchudel @rponte @vlad_mihalcea @FranckPachot Having design many SQL database schemas and written many complex join queries.  Graph databases can do so much more.  It doesn't completely replace relation databases, but they're way more useful for describing and traversing relationships.",jwflowersii
2023-02-13 23:05:29+00:00,1625269960485249026,"#PBPitch Tip #7: If you get a ""heart"" follow agent/editor submission guidelines either on the pitch feed or at their websites. Include #PBPitch in your query.",PJMcIlvaine
2023-02-13 23:05:15+00:00,1625269901349847040,"We are here to resolve your queries. Our office is open from Monday to Friday between 9am and 5pm. Give us a ring at (713) 410-2375, write to us at tandmnotaries@gmail.com, or fill out our online contact form and we will reach out to you. https://t.co/pRdphYEuPB",yournoblenotary
2023-02-13 23:05:12+00:00,1625269888951484416,Don’t rely on abstractions (query critique) by Nathan Bransford ( @NathanBransford) at: https://t.co/5Ok1X0cE2V #Critiques #writingtip https://t.co/PuQXJ2Q6uC,terrywhalin
2023-02-13 23:04:22+00:00,1625269679429242880,"@RWLDproject @SignsTheReading Ooh,thanks for sharing, ties in nicely with one of my current research queries!",SophieMHistory
2023-02-13 23:03:44+00:00,1625269522138529793,@AdebisiTobil Thanks bruh...i haven't learnt media queries so it goes bad when I'm trying to make mobile view tho 😂,IkemO06934594
2023-02-13 23:01:27+00:00,1625268947057614849,"Good evening from the nightshift team at Caledonian sleeper, we will be here throughout the night to help with your Caledonian sleeper related questions and queries. Ewan",CalSleeper
2023-02-13 23:00:13+00:00,1625268637429899266,@Opiano_1 Some queries are mind blowing,Georgecodes_
2023-02-13 23:00:01+00:00,1625268583852040192,"Let God take your marriage to the next level as Couples Connect invites you to MARRIAGE ENCOUNTER! We have our passionate and dynamic Ps. Lathur and Ps. Leah Hope Badoy as speakers. Feel free to message us for queries. Invest in your marriage! See you❤️
#IStillDo
#CouplesConnect https://t.co/zeLvMrH9TY",lighthousedavao
2023-02-13 22:59:59+00:00,1625268578051149826,"@NeoNacho ""Sorry the entries you are looking for do not exist. Either that or you don't know how to write queries. Where did you go to school? I'm a good database, your queries are bad.""",eneko
2023-02-13 22:59:00+00:00,1625268330620944384,"2/3
@YouSearchEngine - Powered by #OpenAI’s GPT 3, #Youchat has similar capabilities as ChatGPT. 

But with the ability to access the internet which makes it 10x more powerful.

Another edge over #ChatGPT is the integration with #Bing allowing it to be merged with search queries",DarpanT12
2023-02-13 22:58:49+00:00,1625268285511016453,@rommari Of course - but it is only 1/144 scale but I have many. So back to the query - r these people trying to impress u w size of their planes or people who sent u stupid things others say? Ur tweets r so much more interesting than @bihusinfo ;-),don_bowser
2023-02-13 22:58:10+00:00,1625268120775495683,"@unclejo Hi. Your tweet caught our attention. We want your query to be addressed by the correct channel of support, so we've sent you a direct message. We hope you'll see our message. Thank you.",GroupMeSupport
2023-02-13 22:57:56+00:00,1625268059987660800,"@mm_0774 @Swamy39 @chitrapadhi @RupamDu22916188 @navneetc2010 @SwamyBhakt @Dharma6X @nviswam @colkt @sumit_kochhar @satbhakta @ranganaathan @vishalnautamlal @Meshsi1502Kn @8Y8ZQ @Geethabhati @jagdishshetty @JugalKhetan @ProfSukh @VijayRajan777 @iamnikunjshah @REIyer4 @VarshaThacker @ArvindChaturved @madhukishwar @rameshsethu @AmbujShrivast16 @sachin23kr @VHSAustralia @Treasure1725 @vijay_rajan @niku1630 @ragusmg2 @ashwani_mahajan @HindnburgRes @Akshat_World @Chellaney As predicted by the Visionary, Dr. @Swamy39 Ji in VHS Gyan Ganga Shows..
          👇👇👇👇👇👇👇👇👇👇
Union HRD Minister Dharmendra Pradhan answers query in Lok Sabha: ICHR has not launched any project to 'rewrite Indian history' ☘️💥

https://t.co/Cbcv6HUCxS",Dharma4X
2023-02-13 22:57:28+00:00,1625267944652406784,"Hello Erin,we can make sure your account is recovered immediately,Let us know more about your query so in order to assist you better.",JSocialsupport
2023-02-13 22:56:39+00:00,1625267737114148865,@FranWongWrites i'm in the middle of round 1 of editing after hearing back from my editor.  then i have to send it back to her. so i'll worry about the query letter once i'm mostly done.  i'll also have to go through and fix up my synopsis (but to me that's the easy part).,MotownCountry
2023-02-13 22:56:07+00:00,1625267603634589697,"Today's blog post on The Art of the Query:
That Bio!
https://t.co/RrNmaR1T4i",cindybryanedit
2023-02-13 22:55:32+00:00,1625267458813882368,"Printed just a few copies (for my dad and a friend to read) of my query-ready manuscript. My son was super enthused and thought I should be more excited about seeing it this way. “It’s huge, Mom!” So I’m posting here 🤓

#writerslife #amwriting #amquerying #WritingCommunity https://t.co/jX0qfJXJUK",WriterMeRSNR
2023-02-13 22:53:49+00:00,1625267027245137920,"UNLIMITED DATA/INTERNET GOOD FOR 30 DAYS FOR ONLY 100 PESOS

✔UNLI FACEBOOK
✔UNLI TIKTOK
✔UNLI YOUTUBE
✔UNLI TWITTER
✔UNLI GOOGLE
✔UNLI SURFING/ALL SITES

CAN TRY FOR TWO HOURS! 
OPEN TO ALL NETWORKS SUN/TNT/SMART/GLOBE/TM! 
MOP:GCASH
DM IS OPEN FOR QUERIES AND TO AVAIL.",into_pjw_dino
2023-02-13 22:53:08+00:00,1625266855303688192,"@graemedmoffat In composing exam questions, include a couple of words in a specific context. Most students will incorporate them in the query and they reliably generate specific content that is detectable (even though that changes over a matter of weeks). Works for now. #Seeding",jwoodgett
2023-02-13 22:52:29+00:00,1625266689129545728,"Setting up and maintaining a data warehouse can be difficult, as non-tech teams are forced to rely on data engineers to query, filter, and forward data on their behalf...This is where #lakehouse storage might make a difference. @twilio  https://t.co/LPKlMef1fj https://t.co/o44TyEB6xQ",prestodb
2023-02-13 22:51:10+00:00,1625266357922037761,"@wit_zack Hi there, thanks for your query, unfortunately we are unable to offer anything for your recent price request. Apologies.",AskPaddyPower
2023-02-13 22:50:44+00:00,1625266249755246596,"Query how local government would fund itself since there’s no income tax in TX, sales tax on everything to the roof?",CTIronman
2023-02-13 22:50:42+00:00,1625266241203232768,"@RealDeanCain Dean, just a query, how many Super Bowl games have you been to?🏈🇺🇸 https://t.co/ysZE7GvdHa",tonichiulli
2023-02-13 22:47:44+00:00,1625265493077622786,"#Recaps Eden Delegates - Commitments

"""" TERM 5 - LEVEL 1 Delegates  - Commitments and comments/queries, elections 2023-01-07.

#L1 Delegate : ""Martin Breuer / @martinbreuer"" : https:/ ... "" ""Round 1 - Group 3 - video : https://t.co/eoaRy3KVqJ ... ""

#Eden #EOS #elections #DAOs https://t.co/JP8erjEIx4",mlninparadise
2023-02-13 22:47:00+00:00,1625265309027565568,"@jakehuneycutt @PythiaR Exactly, it sounds threatening until you actually step back and think about it. Search doesn't compete on price. The only way it makes sense if AI queries are so expensive to run that they cut into Google's profits while Microsoft is happy to lose money.",ItsJakePerry
2023-02-13 22:46:06+00:00,1625265081809354754,"@ArtCrunchy @HPlaysPiano * aljazeera also did ‘the lobby’ which should have put some queries around the antisemitism narrative at the time but didn’t - or wasn’t enough. 

The Forde report should be the final word (except for follow ups into why recommendations are not fully accepted or in place)",catkibb
2023-02-13 22:46:00+00:00,1625265056706445312,"Kay Unkroth's presentation on Query Scale Out in #PowerBI

https://t.co/6SZkGicemy",PawarBI
2023-02-13 22:45:14+00:00,1625264864015880193,@flightradar24 Is there a way to query by aircraft type or model on the app?,DatboiFrenchy
2023-02-13 22:45:11+00:00,1625264853643591680,@ioshints Have you explored using property graph databases for you data?  I've been playing around with Neo4j and describing the network elements via nodes and relationships ( aka vertices and edges).  I've written multiple queries that can trace paths between devices.,jwflowersii
2023-02-13 22:44:41+00:00,1625264726123896833,"@devuxer @GunnerMcGrath ChatGPT terms of use says you own the output. Yet it reserves the right to provide identical answers to someone with a similar query (e.g., a competitor).",MikeYoungEsq
2023-02-13 22:44:17+00:00,1625264627805220869,Best way to combine / layer page and query data from GSC? https://t.co/OEQOGGFmZL #SEO #BIGSEO,Big_Seo_Masters
2023-02-13 22:43:42+00:00,1625264477552906240,@BrianEngh_Art Link to my promotional query with images about this question https://t.co/GzUZIx4kR6,DrawasaurusAU
2023-02-13 22:43:34+00:00,1625264447551053825,"Indexers at The Graph serve blockchain data to users, like devs, who want to query the blockchain.

@_cryptovestor, an Indexer at The Graph, recently posted about using an AI tool (AutoAgora) created by @semioticlabs for cost modeling.

Here is that post 👇https://t.co/xdmeqi3LXd",grt_iq
2023-02-13 22:43:16+00:00,1625264370799329281,"NEW Query &amp; Schultz tonight! 7:30! I’m back from Disney!

✂️ Super Bowl LVII reax
✂️ It’s Steichen!
✂️ Purdue concerns?
✂️ Awkward dual ribbon-cutting ceremony

Watch on @iscsportsnet and Twitter (here!) or on Q &amp; S Twitch, Facebook, podcast, and YouTube: https://t.co/pb3qFJPgx1 https://t.co/zAL9jxhgs0",Schultz975
2023-02-13 22:40:37+00:00,1625263704638889985,"@SuiDailyTK
#Sui #SuiDaily 
Surfers are community guides who help new users get started by fielding basic queries and pointing them in the direction of useful resources.
⬇️⬇️⬇️",IRIA41605906
2023-02-13 22:39:42+00:00,1625263473016901634,"First ever query sent 😬🫠
Now to go back in the morning and discover 4 million typos 😅
#amquerying I guess 😱",PhDancersTeapot
2023-02-13 22:38:40+00:00,1625263213943087105,@grills1968 @TPostMillennial @Lauren_Southern I don't have an opinion on what the outcome of any follow-up on the cake guy should be. I am not the judge and don't have the facts before me. The query in law is where the balance of his obligation to avoid discrimination under the law is relative to his personal speech rights.,JacksonTheDandy
2023-02-13 22:38:20+00:00,1625263128509554688,"-rl Feel so chatty right now. Anyone up for a small talk on DM? Prefer someone who likes to talk and don't left me after two bubbles or more. Tell me about your TMI, your current interest or any queries below this. I'll DM you asap. I use him as my pfp. https://t.co/pJAifzxNPY",ssefnum
2023-02-13 22:37:55+00:00,1625263025216425984,"@JenKteach Do girls get identified as menstruating with actual, real red cards? That's my query.",shellietroy
2023-02-13 22:37:46+00:00,1625262988142821376,"@circlestarSC @Jane57Lisa @fiercefreckled Thanks for this reminder! That's our answer to the query about why we're not hearing more about this on the news. If the authorities wanted us to know, they wouldn't be stifling info reports about it.",PatriciaPennan2
2023-02-13 22:37:07+00:00,1625262822421856265,#ShareRing Seeks to Enhance Zero Trust in Web3 Through Own Vault Query Language @ShareRingGlobal  @TheRealTimBos #VQL #SHR #Web3 🌟🌟🌟https://t.co/JPIgiunq4O,moolaland
2023-02-13 22:36:59+00:00,1625262788196159488,@query_queen339 THATS STUNNNNING!!!!!!,emmailene_
2023-02-13 22:36:37+00:00,1625262696529645572,"@Kano_J_A When partner collect query, dem go know.",_Paash_
2023-02-13 22:35:51+00:00,1625262504199786497,"@mohit_warke Please contact Singapore local authorities or embassy with your query, and they should be able to assist you. *Kacy",EtihadHelp
2023-02-13 22:35:06+00:00,1625262313119920130,DON'T USE REDIRECT-QUERY-CHECK WITH CXF'S STATIC RESOURCE LIST https://t.co/zvCkNRYniX,knaepp
2023-02-13 22:35:02+00:00,1625262298322423811,"Back on twitter to complain about something, today’s query: Why do drivers insist on driving with their full beams on through well-lit residential areas in Dublin. DO you think you’re in Connemara and ARE you trying to make me crash my bike?",FreyaCarroll
2023-02-13 22:34:31+00:00,1625262168936423425,"@LarsJLindahl1 @stkirsch What this mans reporting is not on vaccines its on hyper awareness and connectivity, normally we wouldn’t hear about this, every little thing can be found now, just create a listening query and get reports on these news storys, then claim its something its not!",DjCarter_Lee
2023-02-13 22:33:14+00:00,1625261844175945731,Structured Query Language (SQL) using SAS #SAS https://t.co/PHLVBGymME,DD_NaNa_
2023-02-13 22:33:05+00:00,1625261806741782530,"@satyaban1993 Satyaban! That is certainly not the type of service we strive to provide. We did not intend to prolong the resolution process. I confirm that we are actively working to find a possible fix for the query, and one of our case managers will (cont) https://t.co/p1P0JLgkus",myntra
